Ticker,Name,Actual_Date,Status,Score,Primary_Signal,Uptrend_HH_HL,Pullback_Pct,Prior_Low_Held,Channel_Coverage,Channel_Position,Recent_Lower_Touch,Room_To_Mid_Pct,Room_To_Upper_Pct,Double_Bottom,Double_Bottom_Confirmed,MA_Clustered,MA_Spread_Pct,MA_Reclaimed,MA5_Held,Bottom_Volume_Surge,Reference_Low_Held,Reference_High_Break,Reference_Volume_Ratio,D+5_Close_Return_Pct,D+10_Close_Return_Pct,D+20_Close_Return_Pct,D+40_Close_Return_Pct,D+60_Close_Return_Pct,MFE_20D_Pct,MAE_20D_Pct,MFE_60D_Pct,MAE_60D_Pct,Positive_D20,Hit_Mid_Before_Stop,Hit_PriorHigh_Before_Stop,Hit_Upper_Before_Stop,Stop_Hit,First_Event
001060,JW중외제약,2025-07-30,WATCH,68,LOWER_CHANNEL_WATCH,True,7.01,True,0.9524,-0.0484,True,4.19,8.0,True,False,True,1.39,False,True,False,False,False,,-1.109,-1.774,-4.213,-3.991,2.661,1.996,-5.543,6.652,-8.204,0.0,0.0,0.0,0.0,1.0,STOP
001060,JW중외제약,2025-07-31,WATCH,68,LOWER_CHANNEL_WATCH,True,6.39,True,0.9535,0.0266,True,3.59,7.38,True,False,True,1.52,False,True,False,False,False,,-1.762,-1.762,-5.507,-6.608,3.524,0.881,-6.167,5.947,-8.811,0.0,0.0,0.0,0.0,1.0,STOP
001060,JW중외제약,2025-08-01,WATCH,68,LOWER_CHANNEL_WATCH,True,7.84,True,0.9318,-0.1889,True,5.3,9.15,True,False,True,1.81,False,True,False,False,False,,-0.447,-0.671,-4.251,-4.474,8.054,0.895,-4.922,9.62,-7.383,0.0,0.0,0.0,0.0,1.0,STOP
001060,JW중외제약,2025-08-04,REJECTED,68,TREND_BROKEN_OR_NOT_UPTREND,True,8.25,True,0.9111,-0.2591,True,5.87,9.74,True,False,True,1.88,False,True,False,False,False,,0.225,-1.573,-3.371,-4.494,6.742,1.348,-4.494,10.112,-6.966,0.0,,,,,
001060,JW중외제약,2025-11-14,WATCH,79,LOWER_CHANNEL_WATCH,True,3.85,True,0.8961,0.7545,True,-3.64,3.51,False,False,False,9.67,True,True,True,True,True,2.62,0.4,4.2,8.6,8.0,33.0,12.6,-2.8,44.0,-2.8,1.0,,1.0,1.0,0.0,UPPER
001060,JW중외제약,2025-11-17,WATCH,79,LOWER_CHANNEL_WATCH,True,3.65,True,0.8974,0.7625,True,-3.75,3.39,False,False,False,9.66,True,True,True,True,True,2.62,0.2,3.593,11.577,6.786,33.932,12.375,-2.994,43.713,-2.994,1.0,,1.0,1.0,0.0,UPPER
001060,JW중외제약,2025-11-18,WATCH,69,LOWER_CHANNEL_WATCH,True,5.19,True,0.8987,0.6447,True,-2.1,5.16,False,False,False,9.92,False,True,True,True,True,2.62,1.623,5.071,13.59,14.807,41.176,16.227,-1.42,46.045,-1.42,1.0,,1.0,1.0,0.0,UPPER
001060,JW중외제약,2025-11-19,WATCH,67,LOWER_CHANNEL_WATCH,True,2.88,True,0.9,0.8064,True,-4.34,2.74,False,False,False,9.36,True,False,True,True,True,2.62,3.762,3.762,11.683,8.317,43.366,16.832,-1.782,44.158,-1.782,1.0,,1.0,1.0,0.0,UPPER
001060,JW중외제약,2025-11-20,REJECTED,50,CONDITIONS_INCOMPLETE,True,1.92,True,0.9012,0.8703,True,-5.2,1.82,False,False,False,9.33,True,True,False,False,False,,0.392,3.333,8.431,14.314,53.137,15.686,-2.745,53.922,-2.745,1.0,,,,,
001060,JW중외제약,2025-12-01,REJECTED,55,CONDITIONS_INCOMPLETE,True,2.08,True,1.0,0.6375,True,-1.04,2.74,True,False,False,9.99,True,True,False,False,False,,1.541,7.707,-1.734,22.158,15.8,15.414,-2.312,51.252,-3.083,0.0,,,,,
001060,JW중외제약,2025-12-02,REJECTED,45,CONDITIONS_INCOMPLETE,True,2.26,True,1.0,0.5847,True,-0.64,3.14,True,False,False,10.38,False,True,False,False,False,,6.564,8.108,-0.386,20.077,26.641,15.637,-2.317,51.544,-2.896,0.0,,,,,
001060,JW중외제약,2025-12-03,WATCH,60,LOWER_CHANNEL_WATCH,True,1.13,True,1.0,0.7104,True,-1.57,2.17,True,True,False,10.02,True,True,False,False,False,,3.435,7.634,-1.145,15.84,23.282,14.313,-4.008,49.809,-4.008,0.0,,1.0,1.0,0.0,UPPER
001060,JW중외제약,2025-12-04,WATCH,60,LOWER_CHANNEL_WATCH,True,0.57,True,1.0,0.7596,True,-1.93,1.79,True,True,False,10.25,True,True,False,False,False,,3.985,4.934,1.139,25.996,16.509,13.662,-4.554,48.956,-4.554,1.0,,1.0,1.0,0.0,UPPER
001060,JW중외제약,2025-12-05,REJECTED,50,CONDITIONS_INCOMPLETE,True,2.44,True,0.9804,0.1352,True,3.47,8.23,True,False,False,10.11,False,True,False,False,False,,4.423,8.269,5.385,35.962,20.0,15.192,-3.269,50.962,-3.269,1.0,,,,,
001060,JW중외제약,2025-12-08,WATCH,60,LOWER_CHANNEL_WATCH,True,1.13,True,0.9808,0.2307,True,2.53,7.22,True,False,False,10.04,True,True,False,False,False,,6.072,5.693,7.211,28.463,19.924,13.662,-4.554,48.956,-4.554,1.0,1.0,1.0,1.0,0.0,UPPER
001060,JW중외제약,2025-12-09,WATCH,60,LOWER_CHANNEL_WATCH,True,0.72,True,0.9811,0.6899,True,-1.7,2.78,True,True,False,10.51,True,True,False,False,False,,1.449,-0.543,-0.906,21.196,13.949,8.514,-8.877,42.21,-8.877,0.0,,,1.0,0.0,UPPER
001060,JW중외제약,2025-12-10,WATCH,60,LOWER_CHANNEL_WATCH,True,2.52,True,0.9815,0.4418,True,0.53,5.1,True,True,False,11.1,True,True,False,False,False,,4.059,-0.923,3.69,19.926,17.159,10.517,-7.196,44.834,-7.196,1.0,1.0,,1.0,0.0,UPPER
001060,JW중외제약,2025-12-11,WATCH,60,LOWER_CHANNEL_WATCH,True,2.66,True,0.9818,0.5171,True,-0.15,4.36,True,True,False,11.45,True,True,False,False,False,,0.912,-2.555,0.182,20.073,15.511,9.307,-8.212,43.248,-8.212,1.0,,,1.0,0.0,UPPER
001060,JW중외제약,2025-12-12,WATCH,70,LOWER_CHANNEL_WATCH,True,3.55,True,0.9821,0.37,True,1.18,5.74,True,True,False,12.11,True,True,False,False,False,,3.683,-4.604,-0.552,22.468,16.39,10.313,-7.366,44.567,-7.366,0.0,1.0,,1.0,0.0,UPPER
001060,JW중외제약,2025-12-15,WATCH,60,LOWER_CHANNEL_WATCH,True,0.71,True,0.9825,0.6474,True,-1.3,3.12,True,True,False,12.58,True,True,False,False,False,,-0.358,-8.766,-4.293,20.036,12.343,7.156,-10.018,40.429,-10.018,0.0,,,1.0,0.0,UPPER
001060,JW중외제약,2025-12-16,WATCH,60,LOWER_CHANNEL_WATCH,True,2.27,True,0.9828,0.6216,True,-1.07,3.34,True,True,False,12.51,True,True,False,False,False,,-1.964,-7.857,1.071,24.286,10.714,6.964,-10.179,40.179,-10.179,1.0,,,1.0,0.0,UPPER
001060,JW중외제약,2025-12-17,WATCH,60,LOWER_CHANNEL_WATCH,True,4.41,True,0.9831,0.6564,True,-1.37,3.01,True,True,False,12.83,False,True,False,False,False,,-4.787,-8.156,-3.014,28.369,13.298,6.206,-10.816,39.184,-10.816,0.0,,,1.0,0.0,UPPER
001060,JW중외제약,2025-12-18,WATCH,60,LOWER_CHANNEL_WATCH,True,6.27,True,0.9833,0.3882,True,1.0,5.47,True,True,False,12.94,False,True,False,False,False,,-3.436,-3.617,5.425,41.23,7.957,18.807,-9.042,41.953,-9.042,1.0,1.0,,1.0,0.0,UPPER
001060,JW중외제약,2025-12-19,WATCH,70,LOWER_CHANNEL_WATCH,True,6.01,True,0.9836,0.5443,True,-0.39,4.01,True,True,False,13.07,True,True,False,False,False,,-7.993,-2.664,-2.842,34.991,7.638,16.696,-10.657,39.432,-10.657,0.0,,,0.0,1.0,STOP
001060,JW중외제약,2025-12-22,WATCH,60,LOWER_CHANNEL_WATCH,True,7.01,True,0.9839,0.377,True,1.09,5.53,True,True,False,12.8,False,True,False,False,False,,-8.438,1.436,-1.616,33.573,13.824,17.953,-9.695,40.934,-9.695,0.0,0.0,,0.0,1.0,STOP
