Ticker,Name,Target_Date,Actual_Date,Status,Score,Primary_Signal,Reasons,Warnings,Close,Uptrend_HH_HL,Pullback_Pct,Prior_Low_Held,Channel_Coverage,Channel_Position,Recent_Lower_Touch,Channel_Lower,Channel_Mid,Prior_High_Target,Channel_Upper,Stop_Price,Room_To_Mid_Pct,Room_To_Upper_Pct,Double_Bottom,Double_Bottom_Confirmed,MA_Clustered,MA_Spread_Pct,MA_Reclaimed,MA5_Held,Bottom_Volume_Surge,Reference_Date,Reference_Low_Held,Reference_High_Break,Reference_Volume_Ratio,Requested_Range_Start,Requested_Range_End,Forward_Entry_Close,Forward_Available_Bars,Forward_Complete_20D,D+1_Close_Return_Pct,D+1_Close,D+1_Date,D+2_Close_Return_Pct,D+2_Close,D+2_Date,D+3_Close_Return_Pct,D+3_Close,D+3_Date,D+4_Close_Return_Pct,D+4_Close,D+4_Date,D+5_Close_Return_Pct,D+5_Close,D+5_Date,D+6_Close_Return_Pct,D+6_Close,D+6_Date,D+7_Close_Return_Pct,D+7_Close,D+7_Date,D+8_Close_Return_Pct,D+8_Close,D+8_Date,D+9_Close_Return_Pct,D+9_Close,D+9_Date,D+10_Close_Return_Pct,D+10_Close,D+10_Date,D+11_Close_Return_Pct,D+11_Close,D+11_Date,D+12_Close_Return_Pct,D+12_Close,D+12_Date,D+13_Close_Return_Pct,D+13_Close,D+13_Date,D+14_Close_Return_Pct,D+14_Close,D+14_Date,D+15_Close_Return_Pct,D+15_Close,D+15_Date,D+16_Close_Return_Pct,D+16_Close,D+16_Date,D+17_Close_Return_Pct,D+17_Close,D+17_Date,D+18_Close_Return_Pct,D+18_Close,D+18_Date,D+19_Close_Return_Pct,D+19_Close,D+19_Date,D+20_Close_Return_Pct,D+20_Close,D+20_Date,Forward_Last_Date,Max_Close_Return_20D_Pct,Min_Close_Return_20D_Pct,MFE_20D_Pct,MAE_20D_Pct,Positive_D20,Hit_Mid_Before_Stop,Hit_PriorHigh_Before_Stop,Hit_Upper_Before_Stop,Stop_Hit,First_Event,Exit_Date
005930,삼성전자,2026-08-03,2026-08-03,REJECTED,49,TREND_BROKEN_OR_NOT_UPTREND,상승추세 안의 단기 조정 + 전저점 유지 | 상승 평행채널 유효(커버리지 72%) | 최근 추세 하단(싼 구간) 접촉 | 현재도 채널 하단권 | 추세 바닥권 거래량 급증 양봉 | 거래량 기준봉 저가 지지,중기 상승 구조 미확인,239500.0,False,26.31,True,0.7234,-2.2572,True,387666.6667,420488.0952,276000.0,453309.5238,376036.6667,75.57,89.27,False,False,False,28.37,False,True,True,2026-07-31,True,False,1.88,2026-08-01,2026-08-21,239500.0,13,0,0.209,240000.0,2026-08-04,2.714,246000.0,2026-08-05,-3.758,230500.0,2026-08-06,-3.549,231000.0,2026-08-07,-3.967,230000.0,2026-08-10,0.0,239500.0,2026-08-11,6.681,255500.0,2026-08-12,11.9,268000.0,2026-08-13,14.614,274500.0,2026-08-14,12.109,268500.0,2026-08-18,3.34,247500.0,2026-08-19,13.152,271000.0,2026-08-20,17.537,281500.0,2026-08-21,,,,,,,,,,,,,,,,,,,,,,2026-08-21,17.537,-3.967,20.251,-5.01,,,,,,,
005930,삼성전자,2026-08-04,2026-08-04,REJECTED,50,TREND_BROKEN_OR_NOT_UPTREND,상승추세 안의 단기 조정 + 전저점 유지 | 상승 평행채널 유효(커버리지 79%) | 최근 추세 하단(싼 구간) 접촉 | 현재도 채널 하단권 | 추세 하단 부근 쌍바닥/Higher-Low 형태 | 추세 바닥권 거래량 급증 양봉,중기 상승 구조 미확인,240000.0,False,22.58,True,0.7895,-0.8513,True,339293.6508,397615.0794,276000.0,455936.5079,329114.8413,65.67,89.97,True,False,False,26.42,False,True,True,2026-07-31,False,False,1.88,2026-08-01,2026-08-21,240000.0,12,0,2.5,246000.0,2026-08-05,-3.958,230500.0,2026-08-06,-3.75,231000.0,2026-08-07,-4.167,230000.0,2026-08-10,-0.208,239500.0,2026-08-11,6.458,255500.0,2026-08-12,11.667,268000.0,2026-08-13,14.375,274500.0,2026-08-14,11.875,268500.0,2026-08-18,3.125,247500.0,2026-08-19,12.917,271000.0,2026-08-20,17.292,281500.0,2026-08-21,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-21,17.292,-4.167,20.0,-5.208,,,,,,,
005930,삼성전자,2026-08-05,2026-08-05,REJECTED,45,TREND_BROKEN_OR_NOT_UPTREND,상승추세 안의 단기 조정 + 전저점 유지 | 상승 평행채널 유효(커버리지 74%) | 최근 추세 하단(싼 구간) 접촉 | 현재도 채널 하단권 | 추세 바닥권 거래량 급증 양봉,중기 상승 구조 미확인,246000.0,False,18.0,True,0.7407,-0.8672,True,362958.3333,430395.8333,267000.0,497833.3333,352069.5833,74.96,102.37,False,False,False,22.58,False,True,True,2026-07-31,False,False,1.88,2026-08-01,2026-08-21,246000.0,11,0,-6.301,230500.0,2026-08-06,-6.098,231000.0,2026-08-07,-6.504,230000.0,2026-08-10,-2.642,239500.0,2026-08-11,3.862,255500.0,2026-08-12,8.943,268000.0,2026-08-13,11.585,274500.0,2026-08-14,9.146,268500.0,2026-08-18,0.61,247500.0,2026-08-19,10.163,271000.0,2026-08-20,14.431,281500.0,2026-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-21,14.431,-6.504,17.073,-7.52,,,,,,,
005930,삼성전자,2026-08-06,2026-08-06,REJECTED,45,TREND_BROKEN_OR_NOT_UPTREND,상승추세 안의 단기 조정 + 전저점 유지 | 상승 평행채널 유효(커버리지 73%) | 최근 추세 하단(싼 구간) 접촉 | 현재도 채널 하단권 | 추세 바닥권 거래량 급증 양봉,중기 상승 구조 미확인,230500.0,False,22.65,True,0.7317,-1.0083,True,366500.0,433937.5,267000.0,501375.0,355505.0,88.26,117.52,False,False,False,21.66,False,False,True,2026-07-31,False,False,1.88,2026-08-01,2026-08-21,230500.0,10,0,0.217,231000.0,2026-08-07,-0.217,230000.0,2026-08-10,3.905,239500.0,2026-08-11,10.846,255500.0,2026-08-12,16.269,268000.0,2026-08-13,19.089,274500.0,2026-08-14,16.486,268500.0,2026-08-18,7.375,247500.0,2026-08-19,17.57,271000.0,2026-08-20,22.126,281500.0,2026-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-21,22.126,-0.217,24.946,-1.302,,,,,,,
005930,삼성전자,2026-08-07,2026-08-07,REJECTED,45,TREND_BROKEN_OR_NOT_UPTREND,상승추세 안의 단기 조정 + 전저점 유지 | 상승 평행채널 유효(커버리지 72%) | 최근 추세 하단(싼 구간) 접촉 | 현재도 채널 하단권 | 추세 바닥권 거래량 급증 양봉,중기 상승 구조 미확인,231000.0,False,22.48,True,0.7229,-1.0309,True,370041.6667,437479.1667,267000.0,504916.6667,358940.4167,89.38,118.58,False,False,False,23.99,False,False,True,2026-07-31,False,False,1.88,2026-08-01,2026-08-21,231000.0,9,0,-0.433,230000.0,2026-08-10,3.68,239500.0,2026-08-11,10.606,255500.0,2026-08-12,16.017,268000.0,2026-08-13,18.831,274500.0,2026-08-14,16.234,268500.0,2026-08-18,7.143,247500.0,2026-08-19,17.316,271000.0,2026-08-20,21.861,281500.0,2026-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-21,21.861,-0.433,24.675,-1.515,,,,,,,
005930,삼성전자,2026-08-10,2026-08-10,REJECTED,0,NO_RISING_CHANNEL,,영상 방식의 상승 평행채널을 안정적으로 구성하지 못함,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-01,2026-08-21,230000.0,8,0,4.13,239500.0,2026-08-11,11.087,255500.0,2026-08-12,16.522,268000.0,2026-08-13,19.348,274500.0,2026-08-14,16.739,268500.0,2026-08-18,7.609,247500.0,2026-08-19,17.826,271000.0,2026-08-20,22.391,281500.0,2026-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-21,22.391,4.13,25.217,-1.087,,,,,,,
005930,삼성전자,2026-08-11,2026-08-11,REJECTED,0,NO_RISING_CHANNEL,,영상 방식의 상승 평행채널을 안정적으로 구성하지 못함,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-01,2026-08-21,239500.0,7,0,6.681,255500.0,2026-08-12,11.9,268000.0,2026-08-13,14.614,274500.0,2026-08-14,12.109,268500.0,2026-08-18,3.34,247500.0,2026-08-19,13.152,271000.0,2026-08-20,17.537,281500.0,2026-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-21,17.537,3.34,20.251,0.626,,,,,,,
005930,삼성전자,2026-08-12,2026-08-12,REJECTED,0,NO_RISING_CHANNEL,,영상 방식의 상승 평행채널을 안정적으로 구성하지 못함,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-01,2026-08-21,255500.0,6,0,4.892,268000.0,2026-08-13,7.436,274500.0,2026-08-14,5.088,268500.0,2026-08-18,-3.131,247500.0,2026-08-19,6.067,271000.0,2026-08-20,10.176,281500.0,2026-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-21,10.176,-3.131,12.72,-3.523,,,,,,,
005930,삼성전자,2026-08-13,2026-08-13,REJECTED,0,NO_RISING_CHANNEL,,영상 방식의 상승 평행채널을 안정적으로 구성하지 못함,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-01,2026-08-21,268000.0,5,0,2.425,274500.0,2026-08-14,0.187,268500.0,2026-08-18,-7.649,247500.0,2026-08-19,1.119,271000.0,2026-08-20,5.037,281500.0,2026-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-21,5.037,-7.649,7.463,-8.022,,,,,,,
005930,삼성전자,2026-08-14,2026-08-14,REJECTED,0,NO_RISING_CHANNEL,,영상 방식의 상승 평행채널을 안정적으로 구성하지 못함,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-01,2026-08-21,274500.0,4,0,-2.186,268500.0,2026-08-18,-9.836,247500.0,2026-08-19,-1.275,271000.0,2026-08-20,2.55,281500.0,2026-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-21,2.55,-9.836,4.918,-10.2,,,,,,,
